,Cluster_Maschine,Cluster_Service,AbsatzmengeFaktor_mean,PersonalkostenFaktor_mean,EnergiekostenFaktor_mean,ReparaturkostenProStueckFaktor_mean,MaterialkostenFaktor_mean,WartungskostenFaktor_mean,AbsatzpreisFaktor_mean
0,0,0,1.2183571490428093,0.8922967798900885,1.0010095842747608,1.0057452888660918,0.9954943558794136,1.0013511087536868,1.0002042932410327
1,0,1,1.2416755667955073,0.841490226207093,0.9972320047987094,0.979559948894518,0.9754456584559352,0.9887879000499096,0.9909335533125532
2,0,2,,,,,,,
3,0,3,,,,,,,
4,0,4,,,,,,,
5,0,5,,,,,,,
6,0,6,1.103784333005422,0.921801405122802,0.9693283312432592,0.9993595280977392,0.9952531164413309,0.9794119245301918,1.0159250712723251
7,0,7,,,,,,,
8,0,8,,,,,,,
9,0,9,1.0587808440978774,0.7837714782321926,1.00137788346183,1.0128899872472803,0.9852863399241508,0.9917382600737856,0.999419755484761
10,0,10,1.08118458911823,0.7626161024180039,1.0296322804332996,1.0025316298882156,1.0001334026582245,1.01239427143912,1.0237105252713876
11,0,11,,,,,,,
12,0,12,,,,,,,
13,0,13,,,,,,,
14,0,14,1.295123552487207,0.8705790812506361,1.0213454363796042,1.0017419454096337,0.9781206944068832,0.9875656780550874,1.0011562796730864
15,0,15,,,,,,,
16,1,0,1.2018945024281968,0.8900083285200256,0.9982153646684074,1.0016929049610532,1.000358622447289,1.0000575144712796,0.9988879278471111
17,1,1,1.0797809232097235,0.9747720560765925,0.9495526331297464,1.005638411057673,1.0136116055416728,1.0087431620271938,1.0131262094762368
18,1,2,1.2306422215472863,0.9288608161507527,0.9946018566046549,1.000286444765409,1.00495473686955,0.999304712600296,0.9987680730257845
19,1,3,1.1105662216470007,0.8475173094650346,1.0086440341667182,1.0060798993828226,0.9772549939372832,1.004541616109901,1.0081787718818287
20,1,4,1.1868402638588829,0.88497217702466,1.0054409643900546,0.9990495599174597,0.9964106002924284,1.0005607063019706,0.9964157819278684
21,1,5,,,,,,,
22,1,6,1.22269681811082,0.8987834568683404,0.9932704367060189,0.998126695244041,1.0034369315788947,0.992163832119167,0.9946903406479894
23,1,7,1.174738381119794,0.8885594476246604,1.0082265575022604,1.001320481273344,1.0017398700752613,1.0016357183448248,0.9912429050315898
24,1,8,1.2000998179354805,0.8976747832858871,1.0015767927151873,1.0011534192754488,1.0025766369937836,0.996524047251638,0.9953283561383391
25,1,9,1.1980228472417895,0.9135350764658658,1.0037219590735544,1.0032884421628097,1.006932809306351,1.0031182331128217,1.0103332843606254
26,1,10,1.2080336221026275,0.9074952853172592,0.9986676695232433,1.0004623577586922,1.0025971926313582,1.0001887328230112,0.9915309529630191
27,1,11,1.2022623091018547,0.876606625035581,1.0066846581988351,1.0036993637943776,1.006196884682261,1.005078474836697,0.995597017678382
28,1,12,1.2335148313539033,0.9260898710473536,0.984856176266411,1.0252225065695428,1.002402192331164,1.0094246280503385,0.9964139176719278
29,1,13,1.1808852066726696,0.9105558954051919,0.998647036678907,1.0081385324023264,0.9988227211599068,1.0021948760599038,1.0074368050922784
30,1,14,1.1404545091083043,0.9421456222566711,1.0021902621439598,0.9938170321258908,1.0033555432706158,1.0027348488250238,1.0032771864671628
31,1,15,,,,,,,
32,2,0,1.196932808498778,0.9000665840711228,0.9998543173991787,1.0011932927398333,1.000904383584108,1.0009691694030256,0.9998656112451282
33,2,1,1.1279908312668598,0.8648664226327014,0.9981456789740386,0.9984788315852746,0.9907793760607395,1.0123882785417204,1.0103755257287417
34,2,2,1.129050159414839,0.8898647826878893,0.9995607501818311,0.9924935506784291,0.9990419187200108,0.9981722078680073,0.9991874610254815
35,2,3,,,,,,,
36,2,4,1.215608809662079,0.8724690196786637,0.9959684915006768,1.0005064882476127,0.9953422702164306,1.004475495289489,1.0005903040048674
37,2,5,,,,,,,
38,2,6,1.2081459255958469,0.9402585960322405,0.9931279223710571,0.9995906162904861,0.9999609546758508,1.0039161047191072,0.9903647999522134
39,2,7,1.1837649626830586,0.8992392680092346,1.0003627549857863,1.0059399188189868,1.001305535060287,1.001775083550192,0.9999251576453752
40,2,8,1.1776735487557168,0.9209464591190678,1.0040999545744373,0.9974064262755472,1.0003713963256624,1.0019533672999053,1.0063846815373745
41,2,9,1.208443070021657,0.880814632167237,1.003255347232767,0.9987171471787893,1.0050606094062737,1.0039865299419786,1.0006492796937208
42,2,10,1.2303223402019545,0.9105646299550573,1.0008456436821114,0.9999545519701676,1.0021309070095483,0.9935227488340302,1.0069963804402502
43,2,11,1.0903327958144668,0.8058149814569687,1.021746213982254,1.0085756149448097,1.0212516899760815,1.0148069985016348,0.9826273653915816
44,2,12,,,,,,,
45,2,13,1.176902418119171,0.9030623850652164,1.0023274581592103,1.0008262833176556,1.0039159978187973,0.9972922041294033,1.0064750218322622
46,2,14,1.1817037440730156,0.9132889848959753,0.9997394469917632,0.9942982377410274,0.9979369975261819,1.0016395247639913,1.0036199959880971
47,2,15,1.240553054695038,0.8811320121662618,0.9868321115483294,1.0080701471489852,0.9837719861152514,0.9645773704463638,1.0057449538098373
48,3,0,1.1977420362306928,0.9085016153545693,1.0016127675904218,0.9981357381091752,0.9985547709036208,0.9998916256786905,0.9988323576279658
49,3,1,,,,,,,
50,3,2,1.205770671351037,0.9266133360561397,0.9996944911269393,0.9950237256174214,0.9992099843629917,0.9972410055272664,1.0006780371269544
51,3,3,1.3551777081231258,1.0924989521705193,1.000473319085199,1.041212396953118,0.9798476873101014,1.0021744203986689,1.027675258219476
52,3,4,1.1698487896877285,0.8948836081686643,0.9983362921589547,0.9912936343800255,1.0009741692793064,0.9968820418929778,1.0004764188281257
53,3,5,,,,,,,
54,3,6,1.1745231481441658,0.8927965595488303,1.0090101766086395,1.006112557966818,1.0002676928682415,1.0016130783962056,0.9939991393929553
55,3,7,1.2111235176120023,0.9015154300567546,0.995767651725388,0.9994802116698144,0.9967783157808936,0.9977917753498645,1.0014773307264289
56,3,8,1.2275175355004961,0.8848857678343223,1.001943421099593,1.0033949925115357,1.0028623535522048,0.9952909814606359,1.0035134818968556
57,3,9,1.1989292313720306,0.888692654226607,1.0036981589462066,0.995758259996256,1.0056147795929,1.0017555648271619,1.0010638820790063
58,3,10,1.1751758191875663,0.914156066032574,1.0014862588545672,1.013762972730133,1.0106420367963953,0.9983372255758463,1.0078614802798596
59,3,11,1.236063333841765,0.9551311108900327,1.0114666144705016,1.0049425268440804,1.0185687718002363,0.9849695448059715,1.0077340652425049
60,3,12,,,,,,,
61,3,13,1.1518785936933824,0.8844120778758052,1.0058116391157073,0.9944515227415852,1.0090777604717855,1.0082822629264265,1.0050566246563726
62,3,14,1.2073816419326007,0.8852832412572915,1.0016148776578142,1.0016204474122063,1.0075297290798269,1.0089775135837173,0.9979803717282388
63,3,15,1.0763503602218265,0.9265123048942321,0.9882539936401064,0.9948259849259717,1.0112540394258378,1.0184285444498418,0.9759621228241693
64,4,0,1.196704106430496,0.89971250334046,0.9995692916082796,1.0010250839616506,1.0006032417314645,0.9987599949762828,0.9991634430779263
65,4,1,1.192365416901075,0.8753930609027203,1.0183020384803554,0.9963414802308154,1.0152115411575968,0.9901746199037856,0.9927897823128224
66,4,2,1.1819264802694813,0.9126585431017165,1.0078083128811905,1.0025782520623678,1.0001320821405426,1.0048372597954889,1.0031969456784366
67,4,3,,,,,,,
68,4,4,1.1870362212552228,0.92157290998629,0.9931856339896601,0.9989640561408081,1.003029411814564,1.0007875960379211,1.0014136014584143
69,4,5,,,,,,,
70,4,6,1.2043951992213087,0.8934741442954384,1.0096394101601396,1.0012150867660412,0.9981936459156674,0.994792341671323,1.007908235713201
71,4,7,1.1867826035738154,0.9225046541930553,1.0018310576830132,1.0025266488023623,1.0046776129659412,1.0020659681024993,0.9974364577312697
72,4,8,1.1714651995915135,0.8761197975568402,0.9978061953981546,0.9950385603632222,0.9969924905347659,1.0051672410976458,1.0005383467309337
73,4,9,1.2212367406023994,0.9441441504067267,0.9973003634246679,0.9972512761804467,1.0051775604748252,0.9999213269641795,0.994818897586803
74,4,10,1.231111345904744,0.8540293258911957,1.0032713750363822,1.0002685386991235,0.9942755557776902,0.996895045881932,1.0073405693216335
75,4,11,1.2497204432567333,0.9326269622484706,0.9788520310574605,0.9925051495471668,0.9929618729504446,1.0047921708110508,0.9991673207715513
76,4,12,,,,,,,
77,4,13,1.1977805904062246,0.9002014569391736,0.9942348732452906,0.997319734669006,0.997784367578542,1.0011181512402125,1.004424548649614
78,4,14,1.2008379245556648,0.8998117467234211,1.0015286298805937,0.9982655671737705,0.9982940911905771,0.9950696351928856,1.011783452486994
79,4,15,1.2034582675497774,0.879686214699809,1.0025694340844324,0.9876917574507218,0.9973137914327528,1.004945845784207,1.0056627430605452
80,5,0,1.204082089160818,0.8975761858547364,1.000740526214672,1.0007847466300412,0.998555989613777,1.0022314924024758,1.0005566552879543
81,5,1,1.2220308425025421,0.92110365591311,0.9930040790434841,0.9808498570690389,0.9897661592945235,1.0269305865035019,1.009412447490917
82,5,2,1.216539487115433,0.8437458526070106,0.9962024145837856,1.0015884609610954,0.9964938090375954,0.9896397480244165,0.9871535299537927
83,5,3,,,,,,,
84,5,4,1.2672629498196741,0.9159003596205008,0.9997216034763815,1.0056272053999613,0.9947798195199975,1.0109968084264989,1.0013070544385008
85,5,5,,,,,,,
86,5,6,1.1785120585961308,0.9194057792907755,0.9985290998648446,0.9948498226337957,0.9936428532823264,1.0075427899487943,0.9964717039105337
87,5,7,1.2256200595005464,0.8591963181211153,0.9906925777533482,1.0034936827304992,0.9972477355583981,1.001129104589097,0.9948153021045987
88,5,8,1.1773771488162867,0.8498106527919648,0.9906406942658672,1.0009819157324118,0.9991948483459913,1.0028873916129144,1.0091111741328493
89,5,9,1.2335053517023844,0.9546734729601632,0.9958105610026637,0.9997873721109551,1.0024632449049828,0.9882650339606016,1.0027342013420915
90,5,10,1.1969875399723164,0.9304800583965038,1.0118058110332246,1.004543916091145,1.0027734297363493,0.9909294713416057,1.0129566402957932
91,5,11,1.135630686946688,0.7876532952762836,1.020511999954787,1.0018444072962336,0.9936915918305091,1.0016138485422466,0.9762715642231792
92,5,12,,,,,,,
93,5,13,1.2444856057891478,0.886566542599954,1.003506416628937,0.9950877845281013,0.9978782266204719,1.0041236280772237,1.010072287253801
94,5,14,1.2563687071321945,0.8924135177663813,0.9980563276009701,1.0029797062187333,0.9926973674930473,1.005730932897778,0.9961768872326845
95,5,15,,,,,,,
96,6,0,1.1725976741951518,0.8941280970427004,0.9939490400381854,0.9985298595779768,0.9946132193004671,0.9833628027566313,0.9937002092081478
97,6,1,,,,,,,
98,6,2,,,,,,,
99,6,3,,,,,,,
100,6,4,,,,,,,
101,6,5,,,,,,,
102,6,6,1.108713590913561,1.090259465471839,1.0051956979175507,0.9989219822866132,0.9954847321901164,1.0133913993931156,1.0046490343101575
103,6,7,1.2664865307402051,1.0155410512073324,0.9892794771626928,1.0082745672428717,0.9798855115519284,0.993239343623574,1.026581312093262
104,6,8,,,,,,,
105,6,9,,,,,,,
106,6,10,1.261623388046127,0.8863777503682859,0.9907786120520252,1.0438720287158372,0.9693576494797392,1.0275105162680689,1.007146916437679
107,6,11,,,,,,,
108,6,12,,,,,,,
109,6,13,,,,,,,
110,6,14,,,,,,,
111,6,15,,,,,,,
112,7,0,1.1994344707088276,0.8938376960677845,1.0002660062345143,0.9981355465541238,0.9993478261783606,1.0011920713342481,1.0021034307719243
113,7,1,1.1990190606668152,0.8771049596538855,0.9836564103271888,1.0003127013357704,0.9868167307988456,1.009859498413803,0.9972373752455894
114,7,2,1.2257521910465925,0.843097308818755,0.9975901722183871,1.0085609957906336,0.9865783232571068,1.0120074036226572,1.0015718589616736
115,7,3,,,,,,,
116,7,4,1.219603095364576,0.8405588164851505,0.9935903333285057,1.0018698334393847,1.006571840423541,1.000688265543025,1.006709863843783
117,7,5,,,,,,,
118,7,6,1.2275704602428428,0.8632972259035229,0.9987346608308001,0.9998457285852889,0.9983840964419046,1.0008760154230607,1.0034268001533353
119,7,7,1.2201797391610587,0.922804579085122,0.9930012090985993,1.0064340850569036,0.9975931790428028,0.9982394146424595,1.0004188324716237
120,7,8,1.2258364103688122,0.9434763075780431,0.9997390321377937,0.9970645037436293,1.0030168716224657,0.9971100416563994,0.9969412756474171
